,PLAYER,TEAM,AGE,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,HEIGHT,WEIGHT,POSITION
CollinSexton|2021,CollinSexton,CLE,22,60,24.3,8.8,18.4,47.5,1.6,4.4,37.1,5.2,6.4,81.5,1.0,2.2,3.1,4.4,2.8,1.0,0.2,2.6,1,0,185.42,190,SG
CollinSexton|2020,CollinSexton,CLE,21,65,20.8,7.9,16.7,47.2,1.5,3.9,38.0,3.5,4.1,84.6,0.9,2.2,3.1,3.0,2.4,1.0,0.1,2.2,0,0,185.42,190,SG
D.J.Wilson|2021,D.J.Wilson,HOU,25,35,5.2,1.9,4.8,40.5,0.9,2.5,34.5,0.5,0.7,68.0,0.6,2.6,3.2,0.7,0.6,0.3,0.5,1.3,1,0,208.28,231,PF
D.J.Wilson|2020,D.J.Wilson,MIL,24,37,3.6,1.4,3.6,39.4,0.5,2.0,24.7,0.3,0.5,61.1,0.3,2.2,2.5,0.7,0.5,0.1,0.1,0.9,0,0,208.28,231,PF
DaQuanJeffries|2021,DaQuanJeffries,SAS,23,31,4.1,1.6,3.9,41.7,0.6,2.2,29.9,0.2,0.3,87.5,0.6,1.7,2.3,0.7,0.5,0.5,0.3,1.5,0,0,195.57999999999998,230,SG
DamianLillard|2021,DamianLillard,POR,30,67,28.8,9.0,19.9,45.1,4.1,10.5,39.1,6.7,7.2,92.8,0.5,3.7,4.2,7.5,3.0,0.9,0.3,1.5,16,0,187.96,195,PG
DamianLillard|2020,DamianLillard,POR,29,66,30.0,9.5,20.4,46.3,4.1,10.2,40.1,7.0,7.8,88.8,0.5,3.8,4.3,8.0,2.9,1.1,0.3,1.7,19,1,187.96,195,PG
DamyeanDotson|2021,DamyeanDotson,CLE,27,46,6.7,2.6,6.4,40.6,1.0,3.5,28.9,0.5,0.8,66.7,0.1,1.9,2.0,2.0,0.9,0.3,0.1,0.9,0,0,195.57999999999998,210,SG
DamyeanDotson|2020,DamyeanDotson,NYK,26,48,6.7,2.5,6.0,41.4,1.2,3.4,36.2,0.5,0.7,66.7,0.2,1.7,1.9,1.2,0.4,0.5,0.1,0.9,0,0,195.57999999999998,210,SG
DanielOturu|2021,DanielOturu,LAC,21,30,1.8,0.7,1.7,42.3,0.0,0.2,20.0,0.3,0.4,75.0,0.7,0.9,1.6,0.3,0.3,0.1,0.2,0.8,1,0,203.2,240,C
DarioSaric|2021,DarioSaric,PHX,27,50,8.7,3.1,6.8,44.7,0.9,2.7,34.8,1.7,2.0,84.8,0.9,2.9,3.8,1.3,1.1,0.6,0.1,1.9,0,0,208.28,225,PF
DarioSaric|2020,DarioSaric,PHX,26,66,10.7,3.9,8.2,47.6,1.3,3.6,35.7,1.6,1.9,84.4,1.5,4.6,6.2,1.9,1.3,0.6,0.2,2.4,9,0,208.28,225,PF
DenzelValentine|2021,DenzelValentine,CHI,27,62,6.5,2.5,6.7,37.3,1.3,3.9,33.1,0.3,0.3,94.1,0.4,2.8,3.2,1.7,0.7,0.5,0.1,1.1,0,0,193.04,220,SG
DenzelValentine|2020,DenzelValentine,CHI,26,36,6.8,2.7,6.6,40.9,1.3,3.8,33.6,0.2,0.2,75.0,0.3,1.8,2.1,1.2,0.7,0.7,0.2,1.4,0,0,193.04,220,SG
DerrickRose|2021,DerrickRose,NYK,32,50,14.7,5.7,12.2,47.0,1.0,2.6,38.8,2.2,2.5,86.6,0.4,2.2,2.6,4.2,1.6,1.0,0.4,1.1,1,0,187.96,200,PG
DerrickRose|2020,DerrickRose,DET,31,50,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,0.5,1.9,2.4,5.6,2.5,0.8,0.3,1.0,4,0,187.96,200,PG
DwayneBacon|2021,DwayneBacon,ORL,25,72,10.9,4.1,10.1,40.2,0.8,2.9,28.5,2.0,2.4,82.4,0.4,2.7,3.1,1.3,0.6,0.6,0.1,1.4,0,0,198.12,221,SG
DwayneBacon|2020,DwayneBacon,CHA,24,39,5.7,2.2,6.3,34.8,0.5,1.7,28.4,0.9,1.4,66.0,0.4,2.2,2.6,1.3,0.9,0.6,0.1,1.3,0,0,198.12,221,SG
EdmondSumner|2021,EdmondSumner,IND,25,53,7.5,2.8,5.3,52.5,0.7,1.7,39.8,1.3,1.6,81.9,0.3,1.4,1.8,0.9,1.0,0.6,0.2,1.7,0,0,193.04,196,SG
EdmondSumner|2020,EdmondSumner,IND,24,31,4.9,2.0,4.6,43.0,0.5,1.7,26.4,0.5,0.9,55.2,0.4,1.1,1.5,1.8,0.7,0.5,0.3,1.4,0,0,193.04,196,SG
FrankKaminsky|2021,FrankKaminsky,PHX,28,47,6.6,2.6,5.5,47.1,0.7,1.8,36.5,0.8,1.3,61.7,0.8,3.2,4.0,1.7,0.5,0.3,0.4,1.5,2,0,213.36,240,C
FrankKaminsky|2020,FrankKaminsky,PHX,27,39,9.7,3.5,7.9,45.0,1.1,3.2,33.1,1.6,2.3,67.8,0.9,3.6,4.5,1.9,0.9,0.4,0.3,1.9,1,0,213.36,240,C
GoranDragic|2021,GoranDragic,MIA,35,50,13.4,4.8,11.1,43.2,1.8,4.9,37.3,2.0,2.4,82.8,0.5,2.9,3.4,4.4,2.4,0.7,0.2,2.3,1,0,190.5,190,PG
GoranDragic|2020,GoranDragic,MIA,34,59,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,0.5,2.7,3.2,5.1,2.4,0.7,0.2,2.1,3,0,190.5,190,PG
HarryGilesIII|2021,HarryGilesIII,POR,23,38,2.8,1.1,2.6,43.3,0.2,0.6,34.8,0.4,0.7,59.3,0.8,2.7,3.5,0.8,0.5,0.2,0.3,1.4,0,0,210.82,240,PF
HarryGilesIII|2020,HarryGilesIII,SAC,22,46,6.9,3.0,5.5,55.4,0.0,0.0,0.0,0.8,1.1,77.6,0.9,3.2,4.1,1.3,1.0,0.5,0.4,2.6,2,0,210.82,240,PF
IsaacBonga|2021,IsaacBonga,WAS,21,40,2.0,0.8,2.0,37.0,0.3,1.2,27.7,0.1,0.2,62.5,0.5,1.2,1.7,0.6,0.6,0.3,0.2,1.6,0,0,203.2,180,SF
IsaacBonga|2020,IsaacBonga,WAS,20,66,5.0,1.8,3.5,50.4,0.4,1.1,35.2,1.0,1.3,81.2,1.1,2.3,3.4,1.2,0.9,0.7,0.3,2.4,0,0,203.2,180,SF
JJRedick|2021,JJRedick,DAL,37,44,7.4,2.4,6.1,39.7,1.5,4.0,37.1,1.1,1.2,94.2,0.1,1.4,1.5,1.2,0.8,0.3,0.1,1.1,0,0,190.5,200,SG
JJRedick|2020,JJRedick,NOP,36,60,15.3,4.8,10.5,45.3,3.0,6.6,45.3,2.8,3.1,89.2,0.2,2.4,2.5,2.0,1.3,0.3,0.2,1.6,0,0,190.5,200,SG
JamalMurray|2021,JamalMurray,DEN,24,48,21.2,7.9,16.5,47.7,2.7,6.6,40.8,2.8,3.2,86.9,0.8,3.3,4.0,4.8,2.3,1.3,0.3,2.0,1,0,190.5,215,PG
JamalMurray|2020,JamalMurray,DEN,23,59,18.5,6.9,15.2,45.6,1.9,5.5,34.6,2.8,3.1,88.1,0.8,3.2,4.0,4.8,2.2,1.1,0.3,1.7,3,0,190.5,215,PG
JamesEnnisIII|2021,JamesEnnisIII,ORL,30,41,8.4,2.8,5.9,47.3,1.1,2.5,43.3,1.7,2.1,80.5,1.0,3.0,4.0,1.5,0.9,0.8,0.2,2.0,1,0,198.12,215,SF
JamesEnnisIII|2020,JamesEnnisIII,ORL,29,69,6.6,2.3,5.2,44.6,0.8,2.4,32.5,1.1,1.4,80.6,1.0,2.5,3.6,0.9,0.8,0.5,0.3,2.0,1,0,198.12,215,SF
JamesWiseman|2021,JamesWiseman,GSW,20,39,11.5,4.9,9.4,51.9,0.3,1.0,31.6,1.4,2.2,62.8,1.4,4.4,5.8,0.7,1.5,0.3,0.9,3.1,3,0,213.36,240,C
JeffTeague|2021,JeffTeague,MIL,33,55,6.7,2.2,5.2,43.3,0.7,1.5,43.9,1.6,1.9,84.8,0.3,1.3,1.6,2.4,1.2,0.6,0.2,1.0,0,0,190.5,195,PG
JeffTeague|2020,JeffTeague,ATL,32,59,10.9,3.6,8.3,43.6,0.7,2.0,36.8,2.9,3.3,87.3,0.5,1.9,2.4,5.2,2.0,0.7,0.3,1.8,3,0,190.5,195,PG
JoeHarris|2021,JoeHarris,BKN,29,69,14.1,5.2,10.2,50.5,3.1,6.4,47.5,0.7,0.9,77.8,0.6,3.0,3.6,1.9,0.9,0.7,0.2,2.0,0,0,198.12,220,SF
JoeHarris|2020,JoeHarris,BKN,28,69,14.5,5.5,11.4,48.6,2.5,5.9,42.4,0.9,1.3,71.9,0.9,3.4,4.3,2.1,1.5,0.6,0.2,2.3,0,0,198.12,220,SF
JohnWall|2021,JohnWall,HOU,30,40,20.6,7.3,18.2,40.4,2.0,6.2,31.7,4.0,5.3,74.9,0.4,2.8,3.2,6.9,3.5,1.1,0.8,1.2,7,1,190.5,210,PG
JustinJackson|2021,JustinJackson,MIL,26,34,7.2,2.6,6.5,40.3,1.1,3.4,30.8,0.9,1.1,83.8,0.5,1.8,2.3,1.5,0.9,0.4,0.1,0.9,0,0,203.2,220,SF
JustinJackson|2020,JustinJackson,DAL,25,65,5.5,2.1,5.2,39.6,0.7,2.5,29.4,0.6,0.8,84.0,0.4,2.0,2.4,0.8,0.2,0.2,0.2,1.1,0,0,203.2,220,SF
JustinJames|2021,JustinJames,SAC,24,36,3.9,1.4,3.1,46.8,0.4,1.1,36.8,0.6,1.0,58.3,0.3,0.6,0.8,0.6,0.4,0.2,0.1,0.6,0,0,200.66,190,SF
JustinJames|2020,JustinJames,SAC,23,36,2.5,1.0,2.3,41.7,0.3,0.8,31.0,0.3,0.6,47.6,0.2,0.7,0.9,0.5,0.2,0.2,0.3,0.5,0,0,200.66,190,SF
KZOkpala|2021,KZOkpala,MIA,22,37,2.5,1.0,2.6,37.5,0.3,1.4,24.0,0.2,0.4,53.3,0.6,1.3,1.8,0.5,0.4,0.3,0.3,1.6,0,0,203.2,215,PF
KawhiLeonard|2021,KawhiLeonard,LAC,30,52,24.8,8.9,17.5,51.2,1.9,4.9,39.8,5.0,5.7,88.5,1.1,5.4,6.5,5.2,2.0,1.6,0.4,1.6,9,0,200.66,225,SF
KawhiLeonard|2020,KawhiLeonard,LAC,29,57,27.1,9.3,19.9,47.0,2.2,5.7,37.8,6.2,7.1,88.6,0.9,6.1,7.1,4.9,2.6,1.8,0.6,2.0,13,1,200.66,225,SF
KendrickNunn|2021,KendrickNunn,MIA,25,56,14.6,5.7,11.8,48.5,2.2,5.7,38.1,1.0,1.1,93.3,0.4,2.8,3.2,2.6,1.4,0.9,0.3,1.9,0,0,187.96,190,PG
KendrickNunn|2020,KendrickNunn,MIA,24,67,15.3,6.0,13.6,43.9,2.0,5.8,35.0,1.3,1.5,85.0,0.3,2.4,2.7,3.3,1.7,0.8,0.2,2.3,0,0,187.96,190,PG
KiraLewisJr.|2021,KiraLewisJr.,NOP,20,54,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,0.2,1.1,1.3,2.3,0.6,0.7,0.2,1.6,0,0,185.42,170,PG
KyleGuy|2021,KyleGuy,SAC,23,31,2.8,0.9,2.8,33.0,0.4,1.5,28.3,0.5,0.6,80.0,0.2,1.0,1.1,1.0,0.4,0.2,0.0,0.6,0,0,185.42,167,SG
KyrieIrving|2021,KyrieIrving,BKN,29,54,26.9,10.2,20.1,50.6,2.8,7.0,40.2,3.7,4.0,92.2,1.0,3.8,4.8,6.0,2.4,1.4,0.7,2.6,8,0,187.96,195,PG
LangstonGalloway|2021,LangstonGalloway,PHX,29,40,4.8,1.7,3.7,44.9,0.9,2.1,42.4,0.6,0.6,95.7,0.2,0.9,1.1,0.7,0.3,0.2,0.0,0.6,0,0,185.42,200,SG
LangstonGalloway|2020,LangstonGalloway,DET,28,66,10.3,3.6,8.2,43.5,2.0,5.0,39.9,1.1,1.3,85.9,0.5,1.8,2.3,1.5,0.6,0.7,0.2,1.5,0,0,185.42,200,SG
LukaSamanic|2021,LukaSamanic,SAS,21,33,3.7,1.4,3.2,44.8,0.4,1.3,27.9,0.5,0.9,55.2,0.5,1.6,2.1,0.5,0.6,0.2,0.2,1.3,0,0,208.28,227,PF
LukeKornet|2021,LukeKornet,BOS,25,31,3.4,1.4,3.3,43.6,0.5,1.9,25.4,0.1,0.2,50.0,0.5,1.7,2.2,0.8,0.2,0.1,1.0,0.6,0,0,218.44000000000003,250,C
LukeKornet|2020,LukeKornet,CHI,24,36,6.0,2.3,5.2,43.9,0.9,3.0,28.7,0.6,0.8,71.4,0.6,1.7,2.3,0.9,0.4,0.3,0.7,1.5,0,0,218.44000000000003,250,C
MarcGasol|2021,MarcGasol,LAL,36,52,5.0,1.7,3.7,45.4,1.0,2.3,41.0,0.7,1.0,72.0,0.7,3.4,4.1,2.1,1.0,0.5,1.1,2.2,0,0,210.82,255,C
MarcGasol|2020,MarcGasol,TOR,35,44,7.5,2.7,6.3,42.7,1.3,3.4,38.5,0.8,1.1,73.5,0.7,5.5,6.3,3.3,1.3,0.8,0.9,2.8,3,0,210.82,255,C
MarkieffMorris|2021,MarkieffMorris,LAL,31,61,6.7,2.5,6.2,40.5,1.1,3.4,31.1,0.6,0.8,72.0,0.8,3.6,4.4,1.2,0.9,0.4,0.3,1.7,2,0,205.74,245,PF
MarkieffMorris|2020,MarkieffMorris,LAL,30,58,9.7,3.5,7.9,44.3,1.5,3.9,38.6,1.1,1.5,77.6,0.7,3.1,3.8,1.3,1.3,0.5,0.3,2.3,1,0,205.74,245,PF
MasonJones|2021,MasonJones,PHI,22,32,5.3,1.6,3.8,42.3,0.8,2.1,36.4,1.3,2.0,62.5,0.2,1.5,1.7,1.3,0.9,0.2,0.0,0.8,0,0,193.04,200,SG
MfionduKabengele|2021,MfionduKabengele,CLE,23,39,2.4,0.8,2.3,37.1,0.3,1.3,26.0,0.4,0.5,80.0,0.3,1.2,1.5,0.4,0.4,0.2,0.3,0.9,0,0,205.74,250,C
MichaelCarter-Williams|2021,MichaelCarter-Williams,ORL,29,31,8.8,3.4,8.7,38.9,0.5,2.0,24.6,1.6,2.6,61.3,1.3,3.2,4.5,4.2,2.2,0.8,0.5,2.6,0,0,195.57999999999998,190,SG
MichaelCarter-Williams|2020,MichaelCarter-Williams,ORL,28,45,7.2,2.5,5.8,42.7,0.5,1.7,29.3,1.8,2.1,83.2,1.0,2.2,3.3,2.4,1.2,1.1,0.5,1.9,0,0,195.57999999999998,190,SG
MichaelPorterJr.|2021,MichaelPorterJr.,DEN,23,61,19.0,7.3,13.4,54.2,2.8,6.3,44.5,1.7,2.2,79.1,1.5,5.8,7.3,1.1,1.3,0.7,0.9,2.1,15,0,208.28,218,SF
MichaelPorterJr.|2020,MichaelPorterJr.,DEN,22,55,9.3,3.5,7.0,50.9,1.1,2.7,42.2,1.1,1.3,83.3,1.2,3.5,4.7,0.8,0.9,0.5,0.5,1.8,9,0,208.28,218,SF
MikeScott|2021,MikeScott,PHI,32,51,4.2,1.5,4.1,36.0,1.0,3.0,34.2,0.2,0.2,66.7,0.2,2.1,2.4,0.8,0.4,0.5,0.3,1.4,0,0,200.66,237,PF
MikeScott|2020,MikeScott,PHI,31,68,6.0,2.2,5.1,42.6,1.2,3.2,36.9,0.4,0.5,81.1,1.0,2.7,3.6,0.8,0.4,0.3,0.1,1.4,0,0,200.66,237,PF
MiyeOni|2021,MiyeOni,UTA,23,54,1.9,0.6,1.8,35.4,0.6,1.6,34.1,0.1,0.1,83.3,0.4,1.1,1.6,0.5,0.3,0.2,0.1,1.1,0,0,195.57999999999998,206,SG
MychalMulder|2021,MychalMulder,GSW,27,60,5.6,2.0,4.4,44.9,1.4,3.6,39.7,0.2,0.4,63.6,0.1,0.9,1.0,0.4,0.3,0.2,0.2,0.9,0,0,190.5,195,PG
NerlensNoel|2021,NerlensNoel,NYK,27,64,5.1,2.1,3.5,61.4,0.0,0.0,0.0,0.8,1.1,71.4,2.2,4.1,6.4,0.7,1.0,1.1,2.2,2.8,2,0,210.82,220,C
NerlensNoel|2020,NerlensNoel,OKC,26,61,7.4,3.0,4.4,68.4,0.0,0.0,33.3,1.3,1.7,75.5,1.5,3.4,4.9,0.9,1.1,1.0,1.5,2.7,3,0,210.82,220,C
NicoMannion|2021,NicoMannion,GSW,20,30,4.1,1.3,3.8,34.2,0.7,2.0,36.7,0.8,0.9,82.1,0.2,1.3,1.5,2.3,1.0,0.5,0.0,1.0,0,0,187.96,190,PG
NicoloMelli|2021,NicoloMelli,DAL,30,45,3.0,1.0,3.1,32.6,0.5,1.9,27.1,0.4,0.6,76.0,0.6,2.1,2.7,1.0,0.3,0.3,0.1,1.3,0,0,205.74,236,PF
NicoloMelli|2020,NicoloMelli,NOP,29,60,6.6,2.3,5.4,42.1,1.2,3.4,33.5,0.9,1.2,74.0,0.6,2.4,3.0,1.4,0.8,0.6,0.4,2.1,0,0,205.74,236,PF
P.J.Dozier|2021,P.J.Dozier,DEN,24,50,7.7,3.0,7.1,41.7,0.9,3.0,31.5,0.8,1.3,63.6,0.7,2.9,3.6,1.8,0.9,0.6,0.4,1.7,0,0,198.12,205,SG
PatrickPatterson|2021,PatrickPatterson,LAC,32,38,5.2,1.9,4.3,43.6,1.1,2.9,35.7,0.3,0.4,76.5,0.5,1.5,2.0,0.8,0.3,0.4,0.2,1.2,0,0,203.2,235,PF
PatrickPatterson|2020,PatrickPatterson,LAC,31,59,4.9,1.6,3.9,40.8,1.1,2.9,39.0,0.6,0.7,81.4,0.6,2.0,2.6,0.7,0.4,0.1,0.1,0.9,1,0,203.2,235,PF
PatrickWilliams|2021,PatrickWilliams,CHI,19,71,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,1.4,0.9,0.6,1.8,3,0,200.66,215,PF
RyanArcidiacono|2021,RyanArcidiacono,CHI,27,44,3.1,1.1,2.7,41.9,0.6,1.5,37.3,0.3,0.5,65.0,0.1,1.4,1.5,1.3,0.2,0.2,0.0,1.1,0,0,190.5,195,PG
RyanArcidiacono|2020,RyanArcidiacono,CHI,26,58,4.5,1.6,3.8,40.9,0.9,2.4,39.1,0.5,0.7,71.1,0.3,1.6,1.9,1.7,0.6,0.5,0.1,1.7,0,0,190.5,195,PG
SamMerrill|2021,SamMerrill,MIL,25,30,3.0,1.1,2.4,44.4,0.7,1.6,44.7,0.1,0.1,100.0,0.2,0.8,1.0,0.7,0.3,0.3,0.0,0.6,0,0,193.04,205,SG
SekouDoumbouya|2021,SekouDoumbouya,DET,20,56,5.1,1.9,5.0,37.9,0.5,2.1,22.6,0.8,1.1,70.3,0.7,1.9,2.6,0.8,0.8,0.4,0.2,1.7,0,0,203.2,230,PF
SekouDoumbouya|2020,SekouDoumbouya,DET,19,38,6.4,2.4,6.2,39.0,0.7,2.6,28.6,0.8,1.2,67.4,0.5,2.6,3.1,0.5,0.9,0.5,0.2,2.1,2,0,203.2,230,PF
ShaquilleHarrison|2021,ShaquilleHarrison,DEN,27,34,2.1,0.8,2.3,33.3,0.1,0.5,18.8,0.5,0.6,81.8,0.2,1.2,1.4,0.7,0.3,0.5,0.1,1.0,0,0,200.66,190,SG
ShaquilleHarrison|2020,ShaquilleHarrison,CHI,26,43,4.9,1.8,3.8,46.7,0.4,1.0,38.1,0.9,1.2,78.0,0.5,1.5,2.0,1.1,0.4,0.8,0.4,1.3,1,0,200.66,190,SG
SkylarMays|2021,SkylarMays,ATL,23,33,3.8,1.3,3.0,44.9,0.4,1.2,35.0,0.7,0.8,88.0,0.3,0.8,1.1,0.9,0.3,0.4,0.1,0.5,0,0,193.04,205,SG
SolomonHill|2021,SolomonHill,ATL,30,71,4.5,1.5,4.2,35.9,1.0,3.0,32.1,0.5,0.6,76.1,0.6,2.4,3.0,1.1,0.6,0.7,0.2,1.6,0,0,198.12,226,PF
SolomonHill|2020,SolomonHill,MIA,29,59,5.5,1.9,4.7,39.6,1.1,2.9,36.8,0.7,0.9,74.1,0.5,2.3,2.8,1.8,0.9,0.7,0.2,1.4,0,0,198.12,226,PF
T.J.McConnell|2021,T.J.McConnell,IND,29,69,8.6,4.0,7.1,55.9,0.2,0.7,31.3,0.5,0.7,68.8,0.8,2.9,3.7,6.6,2.0,1.9,0.3,1.6,5,1,185.42,190,PG
T.J.McConnell|2020,T.J.McConnell,IND,28,71,6.5,3.0,5.8,51.6,0.1,0.2,29.4,0.5,0.6,83.3,0.5,2.1,2.7,5.0,1.4,0.8,0.2,1.0,2,0,185.42,190,PG
TrevorAriza|2021,TrevorAriza,MIA,36,30,9.4,3.3,8.0,41.1,1.7,4.8,35.0,1.1,1.5,77.3,0.9,3.9,4.8,1.8,0.7,1.0,0.6,1.8,1,0,203.2,215,SF
TrevorAriza|2020,TrevorAriza,POR,35,53,8.0,2.7,6.1,43.8,1.5,3.9,37.2,1.2,1.4,83.8,0.6,4.0,4.6,1.7,1.1,1.3,0.3,2.1,0,0,203.2,215,SF
TylerCook|2021,TylerCook,DET,23,32,4.9,2.2,3.2,67.0,0.0,0.1,50.0,0.5,1.1,48.6,0.9,2.1,3.0,0.5,0.7,0.3,0.1,1.1,0,0,203.2,255,PF
TylerJohnson|2021,TylerJohnson,BKN,29,39,5.4,1.8,4.7,39.3,1.2,3.4,36.4,0.5,0.5,85.7,0.2,1.8,2.0,1.2,0.4,0.4,0.0,1.1,0,0,190.5,186,PG
TylerJohnson|2020,TylerJohnson,BKN,28,39,7.0,2.5,6.4,38.8,1.0,3.1,31.9,1.1,1.3,84.0,0.5,1.5,1.9,1.9,0.7,0.4,0.2,1.5,0,0,190.5,186,PG
VictorOladipo|2021,VictorOladipo,MIA,29,33,19.8,7.1,17.5,40.8,2.4,7.2,32.6,3.2,4.2,75.4,0.4,4.5,4.8,4.6,2.5,1.4,0.4,2.5,0,0,193.04,213,SG
VlatkoCancar|2021,VlatkoCancar,DEN,24,41,2.1,0.8,1.8,45.8,0.2,0.8,27.3,0.2,0.3,76.9,0.3,1.0,1.2,0.3,0.3,0.3,0.0,0.4,0,0,203.2,236,PF
WesIwundu|2021,WesIwundu,NOP,26,41,2.4,0.8,2.5,33.3,0.1,1.0,12.2,0.6,0.8,83.9,0.4,1.8,2.2,0.4,0.5,0.4,0.1,1.2,0,0,198.12,195,SF
WesIwundu|2020,WesIwundu,ORL,25,52,5.8,1.9,4.5,41.6,0.5,1.6,34.1,1.5,1.9,80.4,0.5,2.1,2.5,1.2,0.5,0.5,0.3,1.5,0,0,198.12,195,SF
WillieCauley-Stein|2021,WillieCauley-Stein,DAL,27,53,5.3,2.2,3.4,63.2,0.0,0.2,9.1,0.9,1.5,62.8,1.2,3.2,4.5,0.7,0.5,0.4,0.8,2.4,1,0,213.36,240,C
WillieCauley-Stein|2020,WillieCauley-Stein,DAL,26,54,7.2,3.2,5.6,57.9,0.0,0.0,0.0,0.7,1.2,60.6,1.6,4.3,5.8,1.3,0.7,0.9,1.1,2.2,3,0,213.36,240,C
ZionWilliamson|2021,ZionWilliamson,NOP,20,61,27.0,10.4,17.0,61.1,0.2,0.6,29.4,6.0,8.7,69.8,2.7,4.5,7.2,3.7,2.7,0.9,0.6,2.2,14,0,198.12,284,PF
AbdelNader|2020,AbdelNader,OKC,26,55,6.3,2.2,4.8,46.8,0.9,2.3,37.5,0.9,1.2,77.3,0.3,1.6,1.8,0.7,0.8,0.4,0.4,1.4,0,0,195.57999999999998,225,SF
AllenCrabbe|2020,AllenCrabbe,MIN,28,37,4.6,1.7,4.8,35.6,1.0,3.2,30.3,0.3,0.4,71.4,0.3,1.8,2.1,0.9,0.5,0.4,0.1,1.3,0,0,198.12,212,SG
AnthonyTolliver|2020,AnthonyTolliver,MEM,35,55,3.6,1.2,3.3,35.7,0.9,2.6,33.8,0.4,0.5,72.4,0.6,2.2,2.8,0.8,0.6,0.3,0.2,1.3,1,0,203.2,240,PF
BrunoCaboclo|2020,BrunoCaboclo,HOU,24,30,3.0,1.3,3.0,42.7,0.2,1.1,18.2,0.3,0.3,88.9,0.8,1.2,2.0,0.4,0.4,0.5,0.6,1.0,1,0,205.74,218,C
CheickDiallo|2020,CheickDiallo,PHX,23,47,4.7,2.0,3.0,64.8,0.0,0.1,33.3,0.7,0.8,87.2,0.6,2.1,2.8,0.5,0.7,0.2,0.3,1.2,1,0,203.2,219,C
ChrisClemons|2020,ChrisClemons,HOU,22,33,4.9,1.7,4.3,40.1,1.1,3.2,34.6,0.3,0.3,90.9,0.1,0.8,0.9,0.8,0.6,0.3,0.2,0.8,0,0,175.26000000000002,180,SG
ChrisSilva|2020,ChrisSilva,MIA,23,44,3.0,1.1,1.8,61.5,0.0,0.1,0.0,0.8,1.3,67.3,1.4,1.5,2.9,0.5,0.7,0.2,0.5,1.9,0,0,203.2,234,PF
DanteExum|2020,DanteExum,CLE,24,35,4.5,1.6,3.4,47.1,0.4,1.2,34.9,0.9,1.2,74.4,0.3,1.6,1.9,1.1,0.9,0.4,0.2,1.1,0,0,195.57999999999998,214,SG
DeonteBurton|2020,DeonteBurton,OKC,26,39,2.7,1.1,3.2,34.4,0.3,1.4,18.9,0.2,0.4,57.1,0.2,1.3,1.5,0.4,0.5,0.2,0.3,0.9,0,0,193.04,240,SF
DzananMusa|2020,DzananMusa,BKN,21,40,4.8,1.6,4.3,37.2,0.5,2.0,24.4,1.1,1.5,75.0,0.5,1.6,2.2,1.1,0.9,0.4,0.0,0.8,0,0,205.74,217,SF
E'TwaunMoore|2020,E'TwaunMoore,NOP,31,56,8.3,3.3,7.8,42.6,1.1,3.0,37.7,0.6,0.8,68.9,0.6,1.8,2.3,1.4,0.7,0.6,0.2,1.4,0,0,190.5,191,SG
ElieOkobo|2020,ElieOkobo,PHX,22,55,4.0,1.3,3.3,39.8,0.5,1.3,35.2,0.9,1.3,70.4,0.3,1.3,1.6,2.1,0.7,0.4,0.1,1.0,0,0,190.5,190,PG
EmmanuelMudiay|2020,EmmanuelMudiay,UTA,24,54,7.3,2.8,6.1,46.2,0.6,1.6,34.5,1.2,1.5,75.9,0.3,2.0,2.3,2.1,1.4,0.4,0.2,1.3,0,0,190.5,200,PG
ErsanIlyasova|2020,ErsanIlyasova,MIL,33,63,6.6,2.3,5.0,46.6,0.8,2.2,36.5,1.1,1.4,82.8,1.0,3.8,4.8,0.8,0.5,0.4,0.3,1.5,5,0,205.74,235,PF
GlennRobinsonIII|2020,GlennRobinsonIII,PHI,26,62,11.7,4.6,9.5,48.6,1.2,3.2,39.1,1.2,1.4,86.0,1.3,3.0,4.4,1.5,0.9,0.9,0.3,1.6,1,0,198.12,222,SF
IanMahinmi|2020,IanMahinmi,WAS,33,38,7.4,2.7,5.5,49.5,0.1,0.7,19.2,1.8,3.0,61.9,2.1,3.7,5.7,1.3,1.2,0.8,1.2,3.0,1,0,210.82,262,C
IsaiahThomas|2020,IsaiahThomas,WAS,31,40,12.2,4.4,10.7,40.8,2.0,4.7,41.3,1.6,1.9,81.6,0.3,1.4,1.7,3.7,1.9,0.3,0.2,1.9,1,0,175.26000000000002,185,PG
JaKarrSampson|2020,JaKarrSampson,IND,27,34,4.6,2.0,3.4,59.1,0.1,0.4,15.4,0.5,0.8,66.7,0.6,2.0,2.6,0.6,0.4,0.5,0.4,1.9,0,0,200.66,214,PF
JabariParker|2020,JabariParker,SAC,25,38,14.0,5.8,11.3,51.0,0.8,3.1,26.9,1.6,2.1,75.3,1.6,4.0,5.6,1.8,1.7,1.2,0.4,2.6,2,0,203.2,245,PF
